NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money,irep
Susiana,IrMElm1,-1500,6.42588156,5.404972153,4.272877323,3.239230587,0.92,0.916666667,0.842857143,1,1,19
Upper Egypt,EgNKThu,-1500,6.525044807,5.812913357,4.77815125,4.559073478,0.790909091,0.75,0.833333333,0.9875,2.7,19
Konya Plain,TrBrzL2,-1500,5.568500813,5.258499435,4.191544923,3.22,0.8625,0.79,0.8,0.966666667,3,20
Susiana,IrMElm1,-1500,6.35908017,5.386407122,4.087115202,3.317778965,0.92,0.916666667,0.842857143,1,1,20
Upper Egypt,EgNKThu,-1500,6.653212514,5.812913357,4.77815125,4.524453609,0.790909091,0.75,0.833333333,0.9875,2.7,20
Konya Plain,TrBrzL2,-1400,5.549964369,4.800609038,4.212430073,3.22,0.8625,0.79,0.8,0.966666667,3,1
Orkhon Valley,MnXngnE,-1400,4.54283959,5.733361425,3.635574744,1.686933121,0.1,0.075,0.2,0.1,1,1
Sogdiana,UzKok01,-1400,3.908188598,3.234952773,1.820379068,1.0226702,0.1,0.08,0,0,0.9,1
Susiana,IrMElm2,-1400,6.132973169,5.496368775,4.865379437,3.414604711,0.9,0.9,0.98,0.966666667,1,1
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.466627426,0.790909091,0.75,0.833333333,0.9875,2.7,1
Valley of Oaxaca,MxTieLa,-1400,2.25166611,2.339220263,2.389434378,0.8,0.1,0.109090909,0,0,0,1
Konya Plain,TrBrzL2,-1400,5.525341567,4.760836181,4.118067716,3.22,0.8625,0.79,0.8,0.966666667,3,2
Orkhon Valley,MnXngnE,-1400,4.45804612,5.756957686,3.40113333,1.729273589,0.1,0.075,0.2,0.1,1,2
Sogdiana,UzKok01,-1400,3.283044692,3.463855248,1.932103907,0.854588805,0.1,0.08,0,0,0.9,2
Susiana,IrMElm2,-1400,5.854980472,5.503120479,4.353560105,2.89376871,0.9,0.9,0.98,0.966666667,1,2
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.675765585,0.790909091,0.75,0.833333333,0.9875,2.7,2
Valley of Oaxaca,MxTieLa,-1400,2.479382818,3.743776885,2.422570175,0.8,0.1,0.109090909,0,0,0,2
Konya Plain,TrBrzL2,-1400,5.51846114,4.754084428,4.101790843,3.22,0.8625,0.79,0.8,0.966666667,3,3
Orkhon Valley,MnXngnE,-1400,4.574254926,5.789604574,3.883391118,1.685526333,0.1,0.075,0.2,0.1,1,3
Sogdiana,UzKok01,-1400,3.551069683,3.135914045,1.806627653,0.918316216,0.1,0.08,0,0,0.9,3
Susiana,IrMElm2,-1400,6.492381196,5.486699201,4.164124314,3.150521408,0.9,0.9,0.98,0.966666667,1,3
Upper Egypt,EgNKThu,-1400,7,5.954242509,4.903089987,4.500615364,0.790909091,0.75,0.833333333,0.9875,2.7,3
Valley of Oaxaca,MxTieLa,-1400,2.373947878,1.826569784,2.29768249,0.8,0.1,0.109090909,0,0,0,3
Konya Plain,TrBrzL2,-1400,5.533189837,4.843981987,4.155386354,3.22,0.8625,0.79,0.8,0.966666667,3,4
Orkhon Valley,MnXngnE,-1400,4.6457157,5.769767922,2.844118366,1.462883978,0.1,0.075,0.2,0.1,1,4
Sogdiana,UzKok01,-1400,2.493798786,3.12946659,3.548296469,0.874531086,0.1,0.08,0,0,0.9,4
Susiana,IrMElm2,-1400,6.74529329,5.479059891,5.303295977,3.094422495,0.9,0.9,0.98,0.966666667,1,4
Upper Egypt,EgNKThu,-1400,7,5.954242509,4.903089987,4.381447981,0.790909091,0.75,0.833333333,0.9875,2.7,4
Valley of Oaxaca,MxTieLa,-1400,2.231975556,2.106258767,2.510615642,0.8,0.1,0.109090909,0,0,0,4
Konya Plain,TrBrzL2,-1400,5.600754417,4.738843163,4.222959474,3.22,0.8625,0.79,0.8,0.966666667,3,5
Orkhon Valley,MnXngnE,-1400,4.727064353,5.542228377,3.117251214,1.712703304,0.1,0.075,0.2,0.1,1,5
Sogdiana,UzKok01,-1400,3.753097131,2.82436044,1.756198164,1.022374793,0.1,0.08,0,0,0.9,5
Susiana,IrMElm2,-1400,7.288578134,5.524820007,4.642014996,3.215279786,0.9,0.9,0.98,0.966666667,1,5
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.405858217,0.790909091,0.75,0.833333333,0.9875,2.7,5
Valley of Oaxaca,MxTieLa,-1400,2.032810775,1.363231342,1.826630635,0.8,0.1,0.109090909,0,0,0,5
Konya Plain,TrBrzL2,-1400,5.52836078,4.746755829,4.08258027,3.22,0.8625,0.79,0.8,0.966666667,3,6
Orkhon Valley,MnXngnE,-1400,4.579134474,5.681636165,3.237337223,1.542984175,0.1,0.075,0.2,0.1,1,6
Sogdiana,UzKok01,-1400,4.383857735,2.757943342,1.160195504,0.932194213,0.1,0.08,0,0,0.9,6
Susiana,IrMElm2,-1400,6.609099752,5.488454307,4.809947881,3.922237004,0.9,0.9,0.98,0.966666667,1,6
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.594178667,0.790909091,0.75,0.833333333,0.9875,2.7,6
Valley of Oaxaca,MxTieLa,-1400,2.456417418,1.76263471,2.390401647,0.8,0.1,0.109090909,0,0,0,6
Konya Plain,TrBrzL2,-1400,5.474811637,4.711209746,4.085910036,3.22,0.8625,0.79,0.8,0.966666667,3,7
Orkhon Valley,MnXngnE,-1400,4.564276036,5.67588221,3.944316603,1.711815736,0.1,0.075,0.2,0.1,1,7
Sogdiana,UzKok01,-1400,4.17874412,3.683452916,2.483507115,0.920236011,0.1,0.08,0,0,0.9,7
Susiana,IrMElm2,-1400,6.379009975,5.506637222,4.835279214,2.958767538,0.9,0.9,0.98,0.966666667,1,7
Upper Egypt,EgNKThu,-1400,7,5.954242509,4.903089987,4.529098485,0.790909091,0.75,0.833333333,0.9875,2.7,7
Valley of Oaxaca,MxTieLa,-1400,2.274108942,1.163241706,2.150176546,0.8,0.1,0.109090909,0,0,0,7
Konya Plain,TrBrzL2,-1400,5.586573404,4.713909323,4.125061493,3.22,0.8625,0.79,0.8,0.966666667,3,8
Orkhon Valley,MnXngnE,-1400,4.59024504,5.749467133,3.296288028,1.652515854,0.1,0.075,0.2,0.1,1,8
Sogdiana,UzKok01,-1400,3.595966511,3.704216283,2.317265505,0.911071249,0.1,0.08,0,0,0.9,8
Susiana,IrMElm2,-1400,6.927880008,5.48269826,5.14106191,3.412040427,0.9,0.9,0.98,0.966666667,1,8
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.455401565,0.790909091,0.75,0.833333333,0.9875,2.7,8
Valley of Oaxaca,MxTieLa,-1400,1.858372724,1.182357136,2.419021284,0.8,0.1,0.109090909,0,0,0,8
Konya Plain,TrBrzL2,-1400,5.590676541,4.721503427,4.185080812,3.22,0.8625,0.79,0.8,0.966666667,3,9
Orkhon Valley,MnXngnE,-1400,4.560255421,5.672552608,3.597088891,1.477382764,0.1,0.075,0.2,0.1,1,9
Sogdiana,UzKok01,-1400,4.120341142,5.689659601,2.731994529,0.874599698,0.1,0.08,0,0,0.9,9
Susiana,IrMElm2,-1400,5.68528624,5.500394661,4.417497949,3.396218041,0.9,0.9,0.98,0.966666667,1,9
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.576410028,0.790909091,0.75,0.833333333,0.9875,2.7,9
Valley of Oaxaca,MxTieLa,-1400,2.083427255,1.525255061,2.267294206,0.8,0.1,0.109090909,0,0,0,9
Konya Plain,TrBrzL2,-1400,5.486658563,4.760244034,4.096537026,3.22,0.8625,0.79,0.8,0.966666667,3,10
Orkhon Valley,MnXngnE,-1400,4.567753697,5.713403541,3.744825109,1.724200514,0.1,0.075,0.2,0.1,1,10
Sogdiana,UzKok01,-1400,3.485617513,4.206683549,3.219792988,0.852392639,0.1,0.08,0,0,0.9,10
Susiana,IrMElm2,-1400,6.093174021,5.492238327,5.150667773,3.138523158,0.9,0.9,0.98,0.966666667,1,10
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.533329017,0.790909091,0.75,0.833333333,0.9875,2.7,10
Valley of Oaxaca,MxTieLa,-1400,2.447080019,2.581817076,2.468691726,0.8,0.1,0.109090909,0,0,0,10
Konya Plain,TrBrzL2,-1400,5.528221745,4.766098586,4.151716761,3.22,0.8625,0.79,0.8,0.966666667,3,11
Orkhon Valley,MnXngnE,-1400,4.738466311,5.379606866,3.121483178,1.481949449,0.1,0.075,0.2,0.1,1,11
Sogdiana,UzKok01,-1400,3.313591945,4.134904734,2.298726406,0.919696737,0.1,0.08,0,0,0.9,11
Susiana,IrMElm2,-1400,6.777891655,5.497467514,5.362373405,3.26861081,0.9,0.9,0.98,0.966666667,1,11
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.548219806,0.790909091,0.75,0.833333333,0.9875,2.7,11
Valley of Oaxaca,MxTieLa,-1400,2.195387355,2.075996213,2.13290899,0.8,0.1,0.109090909,0,0,0,11
Konya Plain,TrBrzL2,-1400,5.55282361,4.819341841,4.180042281,3.22,0.8625,0.79,0.8,0.966666667,3,12
Orkhon Valley,MnXngnE,-1400,4.716010255,5.82313617,3.956660759,1.809409974,0.1,0.075,0.2,0.1,1,12
Sogdiana,UzKok01,-1400,3.419381099,2.330446,2.745894246,0.901352976,0.1,0.08,0,0,0.9,12
Susiana,IrMElm2,-1400,6.690510185,5.495873437,4.428174947,3.136524639,0.9,0.9,0.98,0.966666667,1,12
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.583638686,0.790909091,0.75,0.833333333,0.9875,2.7,12
Valley of Oaxaca,MxTieLa,-1400,2.351866589,1.974996502,2.361726633,0.8,0.1,0.109090909,0,0,0,12
Konya Plain,TrBrzL2,-1400,5.493110669,4.855309809,4.123476465,3.22,0.8625,0.79,0.8,0.966666667,3,13
Orkhon Valley,MnXngnE,-1400,4.571516713,5.816045944,3.258149099,1.607965557,0.1,0.075,0.2,0.1,1,13
Sogdiana,UzKok01,-1400,3.695621536,3.991075098,2.521562609,0.973195042,0.1,0.08,0,0,0.9,13
Susiana,IrMElm2,-1400,7.160923688,5.480756265,4.238000275,2.951573151,0.9,0.9,0.98,0.966666667,1,13
Upper Egypt,EgNKThu,-1400,7,5.954242509,4.903089987,4.444773691,0.790909091,0.75,0.833333333,0.9875,2.7,13
Valley of Oaxaca,MxTieLa,-1400,2.520321389,2.038534343,2.369657256,0.8,0.1,0.109090909,0,0,0,13
Konya Plain,TrBrzL2,-1400,5.508982342,4.818857549,4.152009815,3.22,0.8625,0.79,0.8,0.966666667,3,14
Orkhon Valley,MnXngnE,-1400,4.610655553,5.538129897,3.391577351,1.617037225,0.1,0.075,0.2,0.1,1,14
Sogdiana,UzKok01,-1400,3.93526517,3.125013136,3.58245013,0.922642724,0.1,0.08,0,0,0.9,14
Susiana,IrMElm2,-1400,6.795405777,5.483397521,4.300815187,3.709975791,0.9,0.9,0.98,0.966666667,1,14
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.468663351,0.790909091,0.75,0.833333333,0.9875,2.7,14
Valley of Oaxaca,MxTieLa,-1400,2.085289379,1.737071726,2.490072628,0.8,0.1,0.109090909,0,0,0,14
Konya Plain,TrBrzL2,-1400,5.557653883,4.841034033,4.133472553,3.22,0.8625,0.79,0.8,0.966666667,3,15
Orkhon Valley,MnXngnE,-1400,4.564183855,5.789112523,3.46459454,1.588062033,0.1,0.075,0.2,0.1,1,15
Sogdiana,UzKok01,-1400,2.568701127,3.14631933,1.852137066,0.998608698,0.1,0.08,0,0,0.9,15
Susiana,IrMElm2,-1400,6.53668985,5.505686256,4.998474972,3.207235919,0.9,0.9,0.98,0.966666667,1,15
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.490916843,0.790909091,0.75,0.833333333,0.9875,2.7,15
Valley of Oaxaca,MxTieLa,-1400,2.324948106,0.961018826,2.127657193,0.8,0.1,0.109090909,0,0,0,15
Konya Plain,TrBrzL2,-1400,5.434445361,4.812115309,4.175499229,3.22,0.8625,0.79,0.8,0.966666667,3,16
Orkhon Valley,MnXngnE,-1400,4.602124737,5.700668261,3.165549216,1.577352361,0.1,0.075,0.2,0.1,1,16
Sogdiana,UzKok01,-1400,3.681165727,4.207988757,2.727230988,0.949328067,0.1,0.08,0,0,0.9,16
Susiana,IrMElm2,-1400,6.509648941,5.519356362,4.743410676,3.224204425,0.9,0.9,0.98,0.966666667,1,16
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.399234738,0.790909091,0.75,0.833333333,0.9875,2.7,16
Valley of Oaxaca,MxTieLa,-1400,2.26149408,1.558238471,2.299437157,0.8,0.1,0.109090909,0,0,0,16
Konya Plain,TrBrzL2,-1400,5.509228258,4.798074808,4.144686063,3.22,0.8625,0.79,0.8,0.966666667,3,17
Orkhon Valley,MnXngnE,-1400,4.561519865,5.732542907,4.096446743,1.544252826,0.1,0.075,0.2,0.1,1,17
Sogdiana,UzKok01,-1400,3.572689516,1.992386671,2.223444975,0.904033546,0.1,0.08,0,0,0.9,17
Susiana,IrMElm2,-1400,7.322532976,5.516933197,5.043394746,3.392452635,0.9,0.9,0.98,0.966666667,1,17
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.618488289,0.790909091,0.75,0.833333333,0.9875,2.7,17
Valley of Oaxaca,MxTieLa,-1400,1.85782442,1.476044112,2.396935699,0.8,0.1,0.109090909,0,0,0,17
Konya Plain,TrBrzL2,-1400,5.650733851,4.790508292,4.191116613,3.22,0.8625,0.79,0.8,0.966666667,3,18
Orkhon Valley,MnXngnE,-1400,4.695297006,5.703699332,4.581844333,1.450409716,0.1,0.075,0.2,0.1,1,18
Sogdiana,UzKok01,-1400,4.762513117,2.776263815,1.83693208,0.826977061,0.1,0.08,0,0,0.9,18
Susiana,IrMElm2,-1400,6.94595216,5.484936752,5.054620825,3.430170957,0.9,0.9,0.98,0.966666667,1,18
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.496039998,0.790909091,0.75,0.833333333,0.9875,2.7,18
Valley of Oaxaca,MxTieLa,-1400,2.292477175,2.044663415,2.318667804,0.8,0.1,0.109090909,0,0,0,18
Konya Plain,TrBrzL2,-1400,5.502530745,4.859147809,4.228820355,3.22,0.8625,0.79,0.8,0.966666667,3,19
Orkhon Valley,MnXngnE,-1400,4.570642089,5.829314129,4.546003591,1.526639659,0.1,0.075,0.2,0.1,1,19
Sogdiana,UzKok01,-1400,2.744642072,3.579435387,2.12406512,1.051903196,0.1,0.08,0,0,0.9,19
Susiana,IrMElm2,-1400,7.543474599,5.497690468,5.342419689,3.168965363,0.9,0.9,0.98,0.966666667,1,19
Upper Egypt,EgNKThu,-1400,6.525044807,5.954242509,4.903089987,4.559073478,0.790909091,0.75,0.833333333,0.9875,2.7,19
Valley of Oaxaca,MxTieLa,-1400,2.338627467,2.244687724,2.330574512,0.8,0.1,0.109090909,0,0,0,19
Konya Plain,TrBrzL2,-1400,5.568500813,4.811132844,4.191544923,3.22,0.8625,0.79,0.8,0.966666667,3,20
Orkhon Valley,MnXngnE,-1400,4.401779436,5.757357713,3.381415076,1.628112875,0.1,0.075,0.2,0.1,1,20
Sogdiana,UzKok01,-1400,3.814680112,1.550227047,1.816286449,0.778216511,0.1,0.08,0,0,0.9,20
Susiana,IrMElm2,-1400,6.836550994,5.485039522,5.577418715,3.198284351,0.9,0.9,0.98,0.966666667,1,20
Upper Egypt,EgNKThu,-1400,6.653212514,5.954242509,4.903089987,4.524453609,0.790909091,0.75,0.833333333,0.9875,2.7,20
Valley of Oaxaca,MxTieLa,-1400,2.126103919,1.901507384,2.054242334,0.8,0.1,0.109090909,0,0,0,20
Kachi Plain,PkProto,-1300,5.833398809,3.742361798,3.490041191,0.873635587,0.44,0.76,0,0,0.9,1
Konya Plain,TrHatNK,-1300,6.288020471,5.408751921,4.249178182,3.549651455,0.9,0.727272727,0.714285714,0.833333333,3,1
Susiana,IrMElm2,-1300,5.823868559,5.496368775,3.908401358,3.414604711,0.9,0.9,0.98,0.966666667,1,1
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.466627426,0.790909091,0.75,0.833333333,0.9875,2.7,1
Kachi Plain,PkProto,-1300,4.33241406,3.663229984,2.910138039,0.909797329,0.44,0.76,0,0,0.9,2
Konya Plain,TrHatNK,-1300,6.300062148,5.517374096,4.301575972,3.655512542,0.9,0.727272727,0.714285714,0.833333333,3,2
Susiana,IrMElm2,-1300,5.487156985,5.503120479,3.682069316,2.89376871,0.9,0.9,0.98,0.966666667,1,2
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.675765585,0.790909091,0.75,0.833333333,0.9875,2.7,2
Kachi Plain,PkProto,-1300,5.541541731,3.53672073,4.249642034,0.92446858,0.44,0.76,0,0,0.9,3
Konya Plain,TrHatNK,-1300,6.259292912,5.537260666,4.221987595,3.593512773,0.9,0.727272727,0.714285714,0.833333333,3,3
Susiana,IrMElm2,-1300,6.11429565,5.486699201,3.871967667,3.150521408,0.9,0.9,0.98,0.966666667,1,3
Upper Egypt,EgNKThu,-1300,7,6,4.903089987,4.500615364,0.790909091,0.75,0.833333333,0.9875,2.7,3
Kachi Plain,PkProto,-1300,5.149141359,2.712478965,3.795590195,0.61110101,0.44,0.76,0,0,0.9,4
Konya Plain,TrHatNK,-1300,6.260689836,5.4451451,4.265895009,3.590675574,0.9,0.727272727,0.714285714,0.833333333,3,4
Susiana,IrMElm2,-1300,6.86248352,5.479059891,3.772174216,3.094422495,0.9,0.9,0.98,0.966666667,1,4
Upper Egypt,EgNKThu,-1300,7,6,4.903089987,4.381447981,0.790909091,0.75,0.833333333,0.9875,2.7,4
Kachi Plain,PkProto,-1300,4.539020007,3.437136806,4.064325361,0.837220923,0.44,0.76,0,0,0.9,5
Konya Plain,TrHatNK,-1300,6.085453243,5.486905611,4.283679935,3.663643834,0.9,0.727272727,0.714285714,0.833333333,3,5
Susiana,IrMElm2,-1300,5.110119506,5.524820007,3.982701267,3.215279786,0.9,0.9,0.98,0.966666667,1,5
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.405858217,0.790909091,0.75,0.833333333,0.9875,2.7,5
Kachi Plain,PkProto,-1300,4.653643527,1.944070467,3.038887732,0.716997783,0.44,0.76,0,0,0.9,6
Konya Plain,TrHatNK,-1300,6.239630414,5.547287043,4.26953223,3.651493407,0.9,0.727272727,0.714285714,0.833333333,3,6
Susiana,IrMElm2,-1300,5.637325896,5.488454307,3.730440657,3.922237004,0.9,0.9,0.98,0.966666667,1,6
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.594178667,0.790909091,0.75,0.833333333,0.9875,2.7,6
Kachi Plain,PkProto,-1300,3.197888821,4.547673785,2.070378943,0.661952282,0.44,0.76,0,0,0.9,7
Konya Plain,TrHatNK,-1300,6.228341437,5.487801742,4.268904498,3.663083671,0.9,0.727272727,0.714285714,0.833333333,3,7
Susiana,IrMElm2,-1300,5.671109579,5.506637222,3.792950574,2.958767538,0.9,0.9,0.98,0.966666667,1,7
Upper Egypt,EgNKThu,-1300,7,6,4.903089987,4.529098485,0.790909091,0.75,0.833333333,0.9875,2.7,7
Kachi Plain,PkProto,-1300,5.243337193,3.789044048,4.396544648,0.957332248,0.44,0.76,0,0,0.9,8
Konya Plain,TrHatNK,-1300,6.126212159,5.498446633,4.183636736,3.738545429,0.9,0.727272727,0.714285714,0.833333333,3,8
Susiana,IrMElm2,-1300,5.416934681,5.48269826,3.908028642,3.412040427,0.9,0.9,0.98,0.966666667,1,8
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.455401565,0.790909091,0.75,0.833333333,0.9875,2.7,8
Kachi Plain,PkProto,-1300,4.663745704,2.731423276,3.50527652,0.932333908,0.44,0.76,0,0,0.9,9
Konya Plain,TrHatNK,-1300,6.269845025,5.509255476,4.241711635,3.659953925,0.9,0.727272727,0.714285714,0.833333333,3,9
Susiana,IrMElm2,-1300,5.971901126,5.500394661,3.808565647,3.396218041,0.9,0.9,0.98,0.966666667,1,9
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.576410028,0.790909091,0.75,0.833333333,0.9875,2.7,9
Kachi Plain,PkProto,-1300,6.052295377,3.221306915,3.056015498,0.882704722,0.44,0.76,0,0,0.9,10
Konya Plain,TrHatNK,-1300,6.237968911,5.489983179,4.243772212,3.618779634,0.9,0.727272727,0.714285714,0.833333333,3,10
Susiana,IrMElm2,-1300,5.856483314,5.492238327,3.906985736,3.138523158,0.9,0.9,0.98,0.966666667,1,10
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.533329017,0.790909091,0.75,0.833333333,0.9875,2.7,10
Kachi Plain,PkProto,-1300,4.198912711,2.324334695,3.37241389,0.780799255,0.44,0.76,0,0,0.9,11
Konya Plain,TrHatNK,-1300,6.216845117,5.405300898,4.193491995,3.661422521,0.9,0.727272727,0.714285714,0.833333333,3,11
Susiana,IrMElm2,-1300,6.049914646,5.497467514,3.875663228,3.26861081,0.9,0.9,0.98,0.966666667,1,11
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.548219806,0.790909091,0.75,0.833333333,0.9875,2.7,11
Kachi Plain,PkProto,-1300,4.99510643,3.176125275,2.673083729,0.8827965,0.44,0.76,0,0,0.9,12
Konya Plain,TrHatNK,-1300,6.266936817,5.354505227,4.28366704,3.67972979,0.9,0.727272727,0.714285714,0.833333333,3,12
Susiana,IrMElm2,-1300,5.375997185,5.495873437,3.776628616,3.136524639,0.9,0.9,0.98,0.966666667,1,12
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.583638686,0.790909091,0.75,0.833333333,0.9875,2.7,12
Kachi Plain,PkProto,-1300,4.253199336,3.567015278,3.499906932,0.883682336,0.44,0.76,0,0,0.9,13
Konya Plain,TrHatNK,-1300,6.268133485,5.433383445,4.263987733,3.55645903,0.9,0.727272727,0.714285714,0.833333333,3,13
Susiana,IrMElm2,-1300,5.738684143,5.480756265,3.775737371,2.951573151,0.9,0.9,0.98,0.966666667,1,13
Upper Egypt,EgNKThu,-1300,7,6,4.903089987,4.444773691,0.790909091,0.75,0.833333333,0.9875,2.7,13
Kachi Plain,PkProto,-1300,6.099242244,3.440556868,3.354819881,0.844362702,0.44,0.76,0,0,0.9,14
Konya Plain,TrHatNK,-1300,6.176023061,5.512187385,4.269463391,3.614567206,0.9,0.727272727,0.714285714,0.833333333,3,14
Susiana,IrMElm2,-1300,6.063071966,5.483397521,4.017899217,3.709975791,0.9,0.9,0.98,0.966666667,1,14
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.468663351,0.790909091,0.75,0.833333333,0.9875,2.7,14
Kachi Plain,PkProto,-1300,4.283361577,3.632678529,4.210671642,0.662266523,0.44,0.76,0,0,0.9,15
Konya Plain,TrHatNK,-1300,6.194840822,5.500500605,4.233589466,3.638690248,0.9,0.727272727,0.714285714,0.833333333,3,15
Susiana,IrMElm2,-1300,6.011046851,5.505686256,4.029164497,3.207235919,0.9,0.9,0.98,0.966666667,1,15
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.490916843,0.790909091,0.75,0.833333333,0.9875,2.7,15
Kachi Plain,PkProto,-1300,5.255351416,1.578362811,2.886931543,0.857572482,0.44,0.76,0,0,0.9,16
Konya Plain,TrHatNK,-1300,6.35783212,5.484212251,4.279673212,3.608329017,0.9,0.727272727,0.714285714,0.833333333,3,16
Susiana,IrMElm2,-1300,5.984240092,5.519356362,3.8624384,3.224204425,0.9,0.9,0.98,0.966666667,1,16
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.399234738,0.790909091,0.75,0.833333333,0.9875,2.7,16
Kachi Plain,PkProto,-1300,3.615354651,3.486308123,3.149808858,0.933598125,0.44,0.76,0,0,0.9,17
Konya Plain,TrHatNK,-1300,6.274948125,5.462262531,4.268768441,3.613354228,0.9,0.727272727,0.714285714,0.833333333,3,17
Susiana,IrMElm2,-1300,5.508866771,5.516933197,3.855430975,3.392452635,0.9,0.9,0.98,0.966666667,1,17
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.618488289,0.790909091,0.75,0.833333333,0.9875,2.7,17
Kachi Plain,PkProto,-1300,4.089404796,4.496105696,3.106344967,0.791114053,0.44,0.76,0,0,0.9,18
Konya Plain,TrHatNK,-1300,6.194448296,5.439160021,4.266439334,3.610989524,0.9,0.727272727,0.714285714,0.833333333,3,18
Susiana,IrMElm2,-1300,6.059932254,5.484936752,3.871475899,3.430170957,0.9,0.9,0.98,0.966666667,1,18
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.496039998,0.790909091,0.75,0.833333333,0.9875,2.7,18
Kachi Plain,PkProto,-1300,5.247984007,2.331404637,3.435680908,0.863093297,0.44,0.76,0,0,0.9,19
Konya Plain,TrHatNK,-1300,6.277930945,5.467924464,4.160483531,3.589596328,0.9,0.727272727,0.714285714,0.833333333,3,19
Susiana,IrMElm2,-1300,5.061689176,5.497690468,3.938032162,3.168965363,0.9,0.9,0.98,0.966666667,1,19
Upper Egypt,EgNKThu,-1300,6.525044807,6,4.903089987,4.559073478,0.790909091,0.75,0.833333333,0.9875,2.7,19
Kachi Plain,PkProto,-1300,4.978000547,3.225460984,3.086430919,0.833580429,0.44,0.76,0,0,0.9,20
Konya Plain,TrHatNK,-1300,6.175234826,5.438986993,4.304427008,3.500024668,0.9,0.727272727,0.714285714,0.833333333,3,20
Susiana,IrMElm2,-1300,5.766844315,5.485039522,3.938384788,3.198284351,0.9,0.9,0.98,0.966666667,1,20
Upper Egypt,EgNKThu,-1300,6.653212514,6,4.903089987,4.524453609,0.790909091,0.75,0.833333333,0.9875,2.7,20
Deccan,InDecIA,-1200,2.94768129,2.307380655,2.96064961,0.82,0.1,0.388888889,0.233333333,0.1,0.9,1
Konya Plain,TrHatNK,-1200,6.288020471,5.530773648,4.249178182,3.549651455,0.9,0.727272727,0.714285714,0.833333333,3,1
Latium,ItLatBA,-1200,2.222216274,3.323666061,2.413259125,0.819417815,0.009090909,0.027272727,0.216666667,0.0875,0.9,1
Middle Yellow River Valley,CnShang,-1200,6.698970004,6,5.22308883,3.08883183,0.555555556,0.828571429,0.8,0.9,2.7,1
Susiana,IrMElm3,-1200,5.724778323,5.449008284,3.88112343,2.883598153,0.95,0.928571429,0.842857143,1,3,1
Upper Egypt,EgNKRam,-1200,6.454666351,5.872738827,5.446120223,4.634514997,0.790909091,0.766666667,0.857142857,0.875,3,1
Deccan,InDecIA,-1200,2.702007536,2.367067028,2.723922934,0.82,0.1,0.388888889,0.233333333,0.1,0.9,2
Konya Plain,TrHatNK,-1200,6.300062148,5.539658192,4.301575972,3.655512542,0.9,0.727272727,0.714285714,0.833333333,3,2
Latium,ItLatBA,-1200,3.708742812,3.10053768,2.289439081,0.827427571,0.009090909,0.027272727,0.216666667,0.0875,0.9,2
Middle Yellow River Valley,CnShang,-1200,6.698970004,6,5.199885114,3.112249334,0.555555556,0.828571429,0.8,0.9,2.7,2
Susiana,IrMElm3,-1200,5.963150739,5.428252045,4.030245035,3.334065346,0.95,0.928571429,0.842857143,1,3,2
Upper Egypt,EgNKRam,-1200,6.371506441,5.872738827,5.44081978,4.601546108,0.790909091,0.766666667,0.857142857,0.875,3,2
Deccan,InDecIA,-1200,2.856928231,2.295319652,2.80514976,0.82,0.1,0.388888889,0.233333333,0.1,0.9,3
Konya Plain,TrHatNK,-1200,6.259292912,5.541808,4.221987595,3.593512773,0.9,0.727272727,0.714285714,0.833333333,3,3
